structure_id,source_uri,label,tier,subclass,is_predicted,is_reference_bank
B7N874,local:final_structures/B7N874.pdb,hard_negative,4,,true,false
B7NKW6,local:final_structures/B7NKW6.pdb,hard_negative,4,,true,false
B8ICA2,local:final_structures/B8ICA2.pdb,hard_negative,4,,true,false
C3K9Q0,local:final_structures/C3K9Q0.pdb,hard_negative,4,,true,false
C4K7Z9,local:final_structures/C4K7Z9.pdb,hard_negative,4,,true,false
C4LC58,local:final_structures/C4LC58.pdb,hard_negative,4,,true,false
C5BEP2,local:final_structures/C5BEP2.pdb,hard_negative,4,,true,false
C6DC67,local:final_structures/C6DC67.pdb,hard_negative,4,,true,false
O94250,local:final_structures/O94250.pdb,hard_negative,4,,true,false
P0AC85,local:final_structures/P0AC85.pdb,hard_negative,4,,true,false
P57336,local:final_structures/P57336.pdb,hard_negative,4,,true,false
P71374,local:final_structures/P71374.pdb,hard_negative,4,,true,false
P72933,local:final_structures/P72933.pdb,hard_negative,4,,true,false
Q08889,local:final_structures/Q08889.pdb,hard_negative,4,,true,false
Q0A751,local:final_structures/Q0A751.pdb,hard_negative,4,,true,false
Q0AE32,local:final_structures/Q0AE32.pdb,hard_negative,4,,true,false
Q0AM20,local:final_structures/Q0AM20.pdb,hard_negative,4,,true,false
Q0BWR4,local:final_structures/Q0BWR4.pdb,hard_negative,4,,true,false
Q0I8S8,local:final_structures/Q0I8S8.pdb,hard_negative,4,,true,false
Q0WHW5,local:final_structures/Q0WHW5.pdb,hard_negative,4,,true,false
Q10Y41,local:final_structures/Q10Y41.pdb,hard_negative,4,,true,false
Q12MM2,local:final_structures/Q12MM2.pdb,hard_negative,4,,true,false
Q162S3,local:final_structures/Q162S3.pdb,hard_negative,4,,true,false
Q1H188,local:final_structures/Q1H188.pdb,hard_negative,4,,true,false
Q1I7T2,local:final_structures/Q1I7T2.pdb,hard_negative,4,,true,false
Q1LL91,local:final_structures/Q1LL91.pdb,hard_negative,4,,true,false
Q1LT01,local:final_structures/Q1LT01.pdb,hard_negative,4,,true,false
Q1MB56,local:final_structures/Q1MB56.pdb,hard_negative,4,,true,false
Q1QQZ1,local:final_structures/Q1QQZ1.pdb,hard_negative,4,,true,false
Q1QW62,local:final_structures/Q1QW62.pdb,hard_negative,4,,true,false
Q21C03,local:final_structures/Q21C03.pdb,hard_negative,4,,true,false
Q21YF8,local:final_structures/Q21YF8.pdb,hard_negative,4,,true,false
Q28TK3,local:final_structures/Q28TK3.pdb,hard_negative,4,,true,false
Q2IJC6,local:final_structures/Q2IJC6.pdb,hard_negative,4,,true,false
Q2J429,local:final_structures/Q2J429.pdb,hard_negative,4,,true,false
Q2JPX4,local:final_structures/Q2JPX4.pdb,hard_negative,4,,true,false
Q2JVC3,local:final_structures/Q2JVC3.pdb,hard_negative,4,,true,false
Q2K3M6,local:final_structures/Q2K3M6.pdb,hard_negative,4,,true,false
Q2N9P7,local:final_structures/Q2N9P7.pdb,hard_negative,4,,true,false
Q2NVG1,local:final_structures/Q2NVG1.pdb,hard_negative,4,,true,false
Q2RP80,local:final_structures/Q2RP80.pdb,hard_negative,4,,true,false
Q2SJ47,local:final_structures/Q2SJ47.pdb,hard_negative,4,,true,false
Q31BX5,local:final_structures/Q31BX5.pdb,hard_negative,4,,true,false
Q31ND6,local:final_structures/Q31ND6.pdb,hard_negative,4,,true,false
Q32JQ1,local:final_structures/Q32JQ1.pdb,hard_negative,4,,true,false
Q3AL08,local:final_structures/Q3AL08.pdb,hard_negative,4,,true,false
Q3AYI2,local:final_structures/Q3AYI2.pdb,hard_negative,4,,true,false
Q3IIR9,local:final_structures/Q3IIR9.pdb,hard_negative,4,,true,false
Q3J436,local:final_structures/Q3J436.pdb,hard_negative,4,,true,false
Q3JAC4,local:final_structures/Q3JAC4.pdb,hard_negative,4,,true,false
Q3MGD2,local:final_structures/Q3MGD2.pdb,hard_negative,4,,true,false
Q3SIB0,local:final_structures/Q3SIB0.pdb,hard_negative,4,,true,false
Q3SVQ1,local:final_structures/Q3SVQ1.pdb,hard_negative,4,,true,false
Q3Z5F1,local:final_structures/Q3Z5F1.pdb,hard_negative,4,,true,false
Q46GM1,local:final_structures/Q46GM1.pdb,hard_negative,4,,true,false
Q48KX8,local:final_structures/Q48KX8.pdb,hard_negative,4,,true,false
Q493H8,local:final_structures/Q493H8.pdb,hard_negative,4,,true,false
Q4FP49,local:final_structures/Q4FP49.pdb,hard_negative,4,,true,false
Q4KBH9,local:final_structures/Q4KBH9.pdb,hard_negative,4,,true,false
Q4ZVL3,local:final_structures/Q4ZVL3.pdb,hard_negative,4,,true,false
Q54MR1,local:final_structures/Q54MR1.pdb,hard_negative,4,,true,false
Q57544,local:final_structures/Q57544.pdb,hard_negative,4,,true,false
Q5E3G3,local:final_structures/Q5E3G3.pdb,hard_negative,4,,true,false
Q5F7J0,local:final_structures/Q5F7J0.pdb,hard_negative,4,,true,false
Q5LNN5,local:final_structures/Q5LNN5.pdb,hard_negative,4,,true,false
Q5N5S6,local:final_structures/Q5N5S6.pdb,hard_negative,4,,true,false
Q5NF43,local:final_structures/Q5NF43.pdb,hard_negative,4,,true,false
Q5QZL0,local:final_structures/Q5QZL0.pdb,hard_negative,4,,true,false
Q5ZVZ3,local:final_structures/Q5ZVZ3.pdb,hard_negative,4,,true,false
Q60BX0,local:final_structures/Q60BX0.pdb,hard_negative,4,,true,false
Q65U07,local:final_structures/Q65U07.pdb,hard_negative,4,,true,false
Q6D1V5,local:final_structures/Q6D1V5.pdb,hard_negative,4,,true,false
Q6FYC3,local:final_structures/Q6FYC3.pdb,hard_negative,4,,true,false
Q6G1L3,local:final_structures/Q6G1L3.pdb,hard_negative,4,,true,false
Q6LN63,local:final_structures/Q6LN63.pdb,hard_negative,4,,true,false
Q6ML19,local:final_structures/Q6ML19.pdb,hard_negative,4,,true,false
Q6NC62,local:final_structures/Q6NC62.pdb,hard_negative,4,,true,false
Q7MII4,local:final_structures/Q7MII4.pdb,hard_negative,4,,true,false
Q7N809,local:final_structures/Q7N809.pdb,hard_negative,4,,true,false
Q7NG34,local:final_structures/Q7NG34.pdb,hard_negative,4,,true,false
Q7U5Z8,local:final_structures/Q7U5Z8.pdb,hard_negative,4,,true,false
Q7V6G8,local:final_structures/Q7V6G8.pdb,hard_negative,4,,true,false
Q7VD23,local:final_structures/Q7VD23.pdb,hard_negative,4,,true,false
Q7VM19,local:final_structures/Q7VM19.pdb,hard_negative,4,,true,false
Q82XW0,local:final_structures/Q82XW0.pdb,hard_negative,4,,true,false
Q83MC1,local:final_structures/Q83MC1.pdb,hard_negative,4,,true,false
Q87MG0,local:final_structures/Q87MG0.pdb,hard_negative,4,,true,false
Q87YS8,local:final_structures/Q87YS8.pdb,hard_negative,4,,true,false
Q88FF3,local:final_structures/Q88FF3.pdb,hard_negative,4,,true,false
Q89AN4,local:final_structures/Q89AN4.pdb,hard_negative,4,,true,false
Q89XT5,local:final_structures/Q89XT5.pdb,hard_negative,4,,true,false
Q8D3D4,local:final_structures/Q8D3D4.pdb,hard_negative,4,,true,false
Q8DIF1,local:final_structures/Q8DIF1.pdb,hard_negative,4,,true,false
Q8EE27,local:final_structures/Q8EE27.pdb,hard_negative,4,,true,false
Q8FKY7,local:final_structures/Q8FKY7.pdb,hard_negative,4,,true,false
Q8PBY0,local:final_structures/Q8PBY0.pdb,hard_negative,4,,true,false
Q8PNI0,local:final_structures/Q8PNI0.pdb,hard_negative,4,,true,false
Q8SSH0,local:final_structures/Q8SSH0.pdb,hard_negative,4,,true,false
Q8U9W1,local:final_structures/Q8U9W1.pdb,hard_negative,4,,true,false
Q8YZ99,local:final_structures/Q8YZ99.pdb,hard_negative,4,,true,false
Q8Z983,local:final_structures/Q8Z983.pdb,hard_negative,4,,true,false
Q92MF8,local:final_structures/Q92MF8.pdb,hard_negative,4,,true,false
Q9CMW8,local:final_structures/Q9CMW8.pdb,hard_negative,4,,true,false
Q9I2T1,local:final_structures/Q9I2T1.pdb,hard_negative,4,,true,false
Q9JXK4,local:final_structures/Q9JXK4.pdb,hard_negative,4,,true,false
Q9KPX6,local:final_structures/Q9KPX6.pdb,hard_negative,4,,true,false
Q9PBI4,local:final_structures/Q9PBI4.pdb,hard_negative,4,,true,false
Q9UT36,local:final_structures/Q9UT36.pdb,hard_negative,4,,true,false
A0Q7M7,local:final_structures/A0Q7M7.pdb,hard_negative,4,,true,false
A1A7Q3,local:final_structures/A1A7Q3.pdb,hard_negative,4,,true,false
A1IPQ8,local:final_structures/A1IPQ8.pdb,hard_negative,4,,true,false
A1KW76,local:final_structures/A1KW76.pdb,hard_negative,4,,true,false
A1RK78,local:final_structures/A1RK78.pdb,hard_negative,4,,true,false
A2C116,local:final_structures/A2C116.pdb,hard_negative,4,,true,false
A3MZD3,local:final_structures/A3MZD3.pdb,hard_negative,4,,true,false
A3PIB4,local:final_structures/A3PIB4.pdb,hard_negative,4,,true,false
A4IWV0,local:final_structures/A4IWV0.pdb,hard_negative,4,,true,false
A4TL56,local:final_structures/A4TL56.pdb,hard_negative,4,,true,false
A4WUN2,local:final_structures/A4WUN2.pdb,hard_negative,4,,true,false
A4Y6B8,local:final_structures/A4Y6B8.pdb,hard_negative,4,,true,false
A5IBE7,local:final_structures/A5IBE7.pdb,hard_negative,4,,true,false
A5UF43,local:final_structures/A5UF43.pdb,hard_negative,4,,true,false
A5W167,local:final_structures/A5W167.pdb,hard_negative,4,,true,false
A6V707,local:final_structures/A6V707.pdb,hard_negative,4,,true,false
A6VVZ9,local:final_structures/A6VVZ9.pdb,hard_negative,4,,true,false
A6WMW5,local:final_structures/A6WMW5.pdb,hard_negative,4,,true,false
A7FFK5,local:final_structures/A7FFK5.pdb,hard_negative,4,,true,false
A7MI37,local:final_structures/A7MI37.pdb,hard_negative,4,,true,false
A7MY07,local:final_structures/A7MY07.pdb,hard_negative,4,,true,false
A7NB16,local:final_structures/A7NB16.pdb,hard_negative,4,,true,false
A7ZWF4,local:final_structures/A7ZWF4.pdb,hard_negative,4,,true,false
A9IZW8,local:final_structures/A9IZW8.pdb,hard_negative,4,,true,false
A9L0E9,local:final_structures/A9L0E9.pdb,hard_negative,4,,true,false
A9M0M3,local:final_structures/A9M0M3.pdb,hard_negative,4,,true,false
A9MPF3,local:final_structures/A9MPF3.pdb,hard_negative,4,,true,false
A9MZ21,local:final_structures/A9MZ21.pdb,hard_negative,4,,true,false
B0BTR9,local:final_structures/B0BTR9.pdb,hard_negative,4,,true,false
B0CIU0,local:final_structures/B0CIU0.pdb,hard_negative,4,,true,false
B0KN02,local:final_structures/B0KN02.pdb,hard_negative,4,,true,false
B0RTE9,local:final_structures/B0RTE9.pdb,hard_negative,4,,true,false
B0TXY0,local:final_structures/B0TXY0.pdb,hard_negative,4,,true,false
B0U365,local:final_structures/B0U365.pdb,hard_negative,4,,true,false
B0UBD0,local:final_structures/B0UBD0.pdb,hard_negative,4,,true,false
B0UU01,local:final_structures/B0UU01.pdb,hard_negative,4,,true,false
B1IPU6,local:final_structures/B1IPU6.pdb,hard_negative,4,,true,false
B1JBN3,local:final_structures/B1JBN3.pdb,hard_negative,4,,true,false
B1JR44,local:final_structures/B1JR44.pdb,hard_negative,4,,true,false
B1LHM1,local:final_structures/B1LHM1.pdb,hard_negative,4,,true,false
B1XD76,local:final_structures/B1XD76.pdb,hard_negative,4,,true,false
B1XQ70,local:final_structures/B1XQ70.pdb,hard_negative,4,,true,false
B2I5S5,local:final_structures/B2I5S5.pdb,hard_negative,4,,true,false
B2KAD1,local:final_structures/B2KAD1.pdb,hard_negative,4,,true,false
B2S889,local:final_structures/B2S889.pdb,hard_negative,4,,true,false
B2SFR3,local:final_structures/B2SFR3.pdb,hard_negative,4,,true,false
B3H0S9,local:final_structures/B3H0S9.pdb,hard_negative,4,,true,false
B4RJC7,local:final_structures/B4RJC7.pdb,hard_negative,4,,true,false
B4SV37,local:final_structures/B4SV37.pdb,hard_negative,4,,true,false
B4TK83,local:final_structures/B4TK83.pdb,hard_negative,4,,true,false
B4TYG8,local:final_structures/B4TYG8.pdb,hard_negative,4,,true,false
B5BDW7,local:final_structures/B5BDW7.pdb,hard_negative,4,,true,false
B5F8X0,local:final_structures/B5F8X0.pdb,hard_negative,4,,true,false
B5F9V3,local:final_structures/B5F9V3.pdb,hard_negative,4,,true,false
B5FJ56,local:final_structures/B5FJ56.pdb,hard_negative,4,,true,false
B5R447,local:final_structures/B5R447.pdb,hard_negative,4,,true,false
B5R5L1,local:final_structures/B5R5L1.pdb,hard_negative,4,,true,false
B5Y1G4,local:final_structures/B5Y1G4.pdb,hard_negative,4,,true,false
B5Z0I6,local:final_structures/B5Z0I6.pdb,hard_negative,4,,true,false
B6EJV4,local:final_structures/B6EJV4.pdb,hard_negative,4,,true,false
B6HZS5,local:final_structures/B6HZS5.pdb,hard_negative,4,,true,false
B7LHB8,local:final_structures/B7LHB8.pdb,hard_negative,4,,true,false
B7M211,local:final_structures/B7M211.pdb,hard_negative,4,,true,false
B7MBI8,local:final_structures/B7MBI8.pdb,hard_negative,4,,true,false
B7MQ21,local:final_structures/B7MQ21.pdb,hard_negative,4,,true,false
B7UJA8,local:final_structures/B7UJA8.pdb,hard_negative,4,,true,false
B7VB64,local:final_structures/B7VB64.pdb,hard_negative,4,,true,false
B7VIP5,local:final_structures/B7VIP5.pdb,hard_negative,4,,true,false
B8E5A2,local:final_structures/B8E5A2.pdb,hard_negative,4,,true,false
B8F6A3,local:final_structures/B8F6A3.pdb,hard_negative,4,,true,false
B8HMJ9,local:final_structures/B8HMJ9.pdb,hard_negative,4,,true,false
C0Q6N0,local:final_structures/C0Q6N0.pdb,hard_negative,4,,true,false
C0RFI1,local:final_structures/C0RFI1.pdb,hard_negative,4,,true,false
C3LPP0,local:final_structures/C3LPP0.pdb,hard_negative,4,,true,false
C4ZRU9,local:final_structures/C4ZRU9.pdb,hard_negative,4,,true,false
P05446,local:final_structures/P05446.pdb,hard_negative,4,,true,false
P96981,local:final_structures/P96981.pdb,hard_negative,4,,true,false
Q04RQ6,local:final_structures/Q04RQ6.pdb,hard_negative,4,,true,false
Q051W5,local:final_structures/Q051W5.pdb,hard_negative,4,,true,false
Q07VA9,local:final_structures/Q07VA9.pdb,hard_negative,4,,true,false
Q0BMS2,local:final_structures/Q0BMS2.pdb,hard_negative,4,,true,false
Q0I3Q7,local:final_structures/Q0I3Q7.pdb,hard_negative,4,,true,false
Q0T802,local:final_structures/Q0T802.pdb,hard_negative,4,,true,false
Q0TLC5,local:final_structures/Q0TLC5.pdb,hard_negative,4,,true,false
Q11DS3,local:final_structures/Q11DS3.pdb,hard_negative,4,,true,false
Q12BV7,local:final_structures/Q12BV7.pdb,hard_negative,4,,true,false
Q13F06,local:final_structures/Q13F06.pdb,hard_negative,4,,true,false
Q14GJ6,local:final_structures/Q14GJ6.pdb,hard_negative,4,,true,false
Q1CAJ7,local:final_structures/Q1CAJ7.pdb,hard_negative,4,,true,false
Q1CFI4,local:final_structures/Q1CFI4.pdb,hard_negative,4,,true,false
Q1RFX9,local:final_structures/Q1RFX9.pdb,hard_negative,4,,true,false
Q21J46,local:final_structures/Q21J46.pdb,hard_negative,4,,true,false
Q2A4E2,local:final_structures/Q2A4E2.pdb,hard_negative,4,,true,false
Q2P6Y4,local:final_structures/Q2P6Y4.pdb,hard_negative,4,,true,false
Q2YLU8,local:final_structures/Q2YLU8.pdb,hard_negative,4,,true,false
Q31H51,local:final_structures/Q31H51.pdb,hard_negative,4,,true,false
Q325T4,local:final_structures/Q325T4.pdb,hard_negative,4,,true,false
Q3BWP5,local:final_structures/Q3BWP5.pdb,hard_negative,4,,true,false
Q3KE79,local:final_structures/Q3KE79.pdb,hard_negative,4,,true,false
Q46Z82,local:final_structures/Q46Z82.pdb,hard_negative,4,,true,false
Q47FN7,local:final_structures/Q47FN7.pdb,hard_negative,4,,true,false
Q4QJZ3,local:final_structures/Q4QJZ3.pdb,hard_negative,4,,true,false
Q4URM1,local:final_structures/Q4URM1.pdb,hard_negative,4,,true,false
Q57AW2,local:final_structures/Q57AW2.pdb,hard_negative,4,,true,false
Q57SZ8,local:final_structures/Q57SZ8.pdb,hard_negative,4,,true,false
Q5PFD6,local:final_structures/Q5PFD6.pdb,hard_negative,4,,true,false
Q5WX41,local:final_structures/Q5WX41.pdb,hard_negative,4,,true,false
Q5X5R2,local:final_structures/Q5X5R2.pdb,hard_negative,4,,true,false
Q667M5,local:final_structures/Q667M5.pdb,hard_negative,4,,true,false
Q7MQ55,local:final_structures/Q7MQ55.pdb,hard_negative,4,,true,false
Q7VQB7,local:final_structures/Q7VQB7.pdb,hard_negative,4,,true,false
Q87C74,local:final_structures/Q87C74.pdb,hard_negative,4,,true,false
Q8DBD8,local:final_structures/Q8DBD8.pdb,hard_negative,4,,true,false
Q8FYE7,local:final_structures/Q8FYE7.pdb,hard_negative,4,,true,false
Q8YJF4,local:final_structures/Q8YJF4.pdb,hard_negative,4,,true,false
Q98G02,local:final_structures/Q98G02.pdb,hard_negative,4,,true,false
P0CJ63,local:final_structures/P0CJ63.pdb,hard_negative,4,,true,false
Q9L8R8,local:final_structures/Q9L8R8.pdb,hard_negative,4,,true,false
A9CKY2,local:final_structures/A9CKY2.pdb,hard_negative,4,,true,false
A3FJ64,local:final_structures/A3FJ64.pdb,hard_negative,4,,true,false
O34760,local:final_structures/O34760.pdb,hard_negative,4,,true,false
A8IQD2,local:final_structures/A8IQD2.pdb,hard_negative,4,,true,false
B7LLX4,local:final_structures/B7LLX4.pdb,hard_negative,4,,true,false
B9JPK6,local:final_structures/B9JPK6.pdb,hard_negative,4,,true,false
Q08GP4,local:final_structures/Q08GP4.pdb,hard_negative,4,,true,false
Q1M813,local:final_structures/Q1M813.pdb,hard_negative,4,,true,false
Q7B8C3,local:final_structures/Q7B8C3.pdb,hard_negative,4,,true,false
Q7B8C5,local:final_structures/Q7B8C5.pdb,hard_negative,4,,true,false
Q7D3U0,local:final_structures/Q7D3U0.pdb,hard_negative,4,,true,false
Q7X3T2,local:final_structures/Q7X3T2.pdb,hard_negative,4,,true,false
Q8VPD5,local:final_structures/Q8VPD5.pdb,hard_negative,4,,true,false
P16692,local:final_structures/P16692.pdb,hard_negative,4,,true,false
Q8MLZ3,local:final_structures/Q8MLZ3.pdb,hard_negative,4,,true,false
Q8MM62,local:final_structures/Q8MM62.pdb,hard_negative,4,,true,false
A0A067RGU1,local:final_structures/A0A067RGU1.pdb,hard_negative,4,,true,false
A0A1E1XAR2,local:final_structures/A0A1E1XAR2.pdb,hard_negative,4,,true,false
A0A2K5VWZ3,local:final_structures/A0A2K5VWZ3.pdb,hard_negative,4,,true,false
A0A444UL76,local:final_structures/A0A444UL76.pdb,hard_negative,4,,true,false
A0A6J2XK11,local:final_structures/A0A6J2XK11.pdb,hard_negative,4,,true,false
A0A6P6HK25,local:final_structures/A0A6P6HK25.pdb,hard_negative,4,,true,false
A0A8D2GAB8,local:final_structures/A0A8D2GAB8.pdb,hard_negative,4,,true,false
A0A0V1L202,local:final_structures/A0A0V1L202.pdb,hard_negative,4,,true,false
A0A031MH76,local:final_structures/A0A031MH76.pdb,hard_negative,4,,true,false
A0A0K6HZD2,local:final_structures/A0A0K6HZD2.pdb,hard_negative,4,,true,false
A0A0K8MDD2,local:final_structures/A0A0K8MDD2.pdb,hard_negative,4,,true,false
A0A0P0NZM8,local:final_structures/A0A0P0NZM8.pdb,hard_negative,4,,true,false
A0A0P7YRP2,local:final_structures/A0A0P7YRP2.pdb,hard_negative,4,,true,false
A0A0R3LBT9,local:final_structures/A0A0R3LBT9.pdb,hard_negative,4,,true,false
A0A146G6X6,local:final_structures/A0A146G6X6.pdb,hard_negative,4,,true,false
A0A1C3URC3,local:final_structures/A0A1C3URC3.pdb,hard_negative,4,,true,false
A0A1E3VS83,local:final_structures/A0A1E3VS83.pdb,hard_negative,4,,true,false
A0A1G5IX61,local:final_structures/A0A1G5IX61.pdb,hard_negative,4,,true,false
A0A1G6BZP4,local:final_structures/A0A1G6BZP4.pdb,hard_negative,4,,true,false
A0A1G7EFR2,local:final_structures/A0A1G7EFR2.pdb,hard_negative,4,,true,false
A0A1G7PBA9,local:final_structures/A0A1G7PBA9.pdb,hard_negative,4,,true,false
A0A1G7W2L8,local:final_structures/A0A1G7W2L8.pdb,hard_negative,4,,true,false
A0A1G7Y8F1,local:final_structures/A0A1G7Y8F1.pdb,hard_negative,4,,true,false
A0A1G8L0W5,local:final_structures/A0A1G8L0W5.pdb,hard_negative,4,,true,false
A0A1G9GS92,local:final_structures/A0A1G9GS92.pdb,hard_negative,4,,true,false
A0A1G9U3F5,local:final_structures/A0A1G9U3F5.pdb,hard_negative,4,,true,false
A0A1H0BW55,local:final_structures/A0A1H0BW55.pdb,hard_negative,4,,true,false
A0A1H5SU62,local:final_structures/A0A1H5SU62.pdb,hard_negative,4,,true,false
A0A1H6LRP3,local:final_structures/A0A1H6LRP3.pdb,hard_negative,4,,true,false
A0A1H6VAN4,local:final_structures/A0A1H6VAN4.pdb,hard_negative,4,,true,false
A0A1H7GI32,local:final_structures/A0A1H7GI32.pdb,hard_negative,4,,true,false
A0A1H7V9H2,local:final_structures/A0A1H7V9H2.pdb,hard_negative,4,,true,false
A0A1H9WM90,local:final_structures/A0A1H9WM90.pdb,hard_negative,4,,true,false
A0A1I1KIJ7,local:final_structures/A0A1I1KIJ7.pdb,hard_negative,4,,true,false
A0A1I2VXJ0,local:final_structures/A0A1I2VXJ0.pdb,hard_negative,4,,true,false
A0A1I3E0C4,local:final_structures/A0A1I3E0C4.pdb,hard_negative,4,,true,false
A0A1I4PLV7,local:final_structures/A0A1I4PLV7.pdb,hard_negative,4,,true,false
A0A1I4YHF6,local:final_structures/A0A1I4YHF6.pdb,hard_negative,4,,true,false
A0A1I5Z4I9,local:final_structures/A0A1I5Z4I9.pdb,hard_negative,4,,true,false
A0A1I6M034,local:final_structures/A0A1I6M034.pdb,hard_negative,4,,true,false
A0A1I7FI35,local:final_structures/A0A1I7FI35.pdb,hard_negative,4,,true,false
A0A1I7JH77,local:final_structures/A0A1I7JH77.pdb,hard_negative,4,,true,false
A0A1M4VEI6,local:final_structures/A0A1M4VEI6.pdb,hard_negative,4,,true,false
A0A1M4WZP5,local:final_structures/A0A1M4WZP5.pdb,hard_negative,4,,true,false
A0A1M4YXX1,local:final_structures/A0A1M4YXX1.pdb,hard_negative,4,,true,false
A0A1M5B0B3,local:final_structures/A0A1M5B0B3.pdb,hard_negative,4,,true,false
A0A1M5JYE7,local:final_structures/A0A1M5JYE7.pdb,hard_negative,4,,true,false
A0A1M5THW7,local:final_structures/A0A1M5THW7.pdb,hard_negative,4,,true,false
A0A1M6NA22,local:final_structures/A0A1M6NA22.pdb,hard_negative,4,,true,false
A0A1M6RBX0,local:final_structures/A0A1M6RBX0.pdb,hard_negative,4,,true,false
A0A1M6TU08,local:final_structures/A0A1M6TU08.pdb,hard_negative,4,,true,false
A0A1N6FTC8,local:final_structures/A0A1N6FTC8.pdb,hard_negative,4,,true,false
A0A1T4KDU1,local:final_structures/A0A1T4KDU1.pdb,hard_negative,4,,true,false
A0A1T4XBU7,local:final_structures/A0A1T4XBU7.pdb,hard_negative,4,,true,false
A0A1U7Q0D1,local:final_structures/A0A1U7Q0D1.pdb,hard_negative,4,,true,false
A0A1W1Y4E4,local:final_structures/A0A1W1Y4E4.pdb,hard_negative,4,,true,false
A0A1Y6E558,local:final_structures/A0A1Y6E558.pdb,hard_negative,4,,true,false
A0A239CNS2,local:final_structures/A0A239CNS2.pdb,hard_negative,4,,true,false
A0A285G228,local:final_structures/A0A285G228.pdb,hard_negative,4,,true,false
A0A285P006,local:final_structures/A0A285P006.pdb,hard_negative,4,,true,false
A0A2M9ZMK7,local:final_structures/A0A2M9ZMK7.pdb,hard_negative,4,,true,false
A0A2R4VZD3,local:final_structures/A0A2R4VZD3.pdb,hard_negative,4,,true,false
A0A2T0U5T8,local:final_structures/A0A2T0U5T8.pdb,hard_negative,4,,true,false
A0A2T0VN24,local:final_structures/A0A2T0VN24.pdb,hard_negative,4,,true,false
A0A2T5YI32,local:final_structures/A0A2T5YI32.pdb,hard_negative,4,,true,false
A0A2T9JVZ8,local:final_structures/A0A2T9JVZ8.pdb,hard_negative,4,,true,false
A0A315Z7J6,local:final_structures/A0A315Z7J6.pdb,hard_negative,4,,true,false
A0A323V274,local:final_structures/A0A323V274.pdb,hard_negative,4,,true,false
A0A327XFU5,local:final_structures/A0A327XFU5.pdb,hard_negative,4,,true,false
A0A372EH44,local:final_structures/A0A372EH44.pdb,hard_negative,4,,true,false
A0A388T6N7,local:final_structures/A0A388T6N7.pdb,hard_negative,4,,true,false
A0A395JEV4,local:final_structures/A0A395JEV4.pdb,hard_negative,4,,true,false
A0A3E0AUH7,local:final_structures/A0A3E0AUH7.pdb,hard_negative,4,,true,false
A0A3N1UG10,local:final_structures/A0A3N1UG10.pdb,hard_negative,4,,true,false
A0A3R9QGT2,local:final_structures/A0A3R9QGT2.pdb,hard_negative,4,,true,false
A0A495WIK7,local:final_structures/A0A495WIK7.pdb,hard_negative,4,,true,false
A0A4P6ZH89,local:final_structures/A0A4P6ZH89.pdb,hard_negative,4,,true,false
A0A4R2RH94,local:final_structures/A0A4R2RH94.pdb,hard_negative,4,,true,false
A0A4R3JGP8,local:final_structures/A0A4R3JGP8.pdb,hard_negative,4,,true,false
A0A4R3YFP8,local:final_structures/A0A4R3YFP8.pdb,hard_negative,4,,true,false
A0A4R6E9R2,local:final_structures/A0A4R6E9R2.pdb,hard_negative,4,,true,false
A0A4R6QSJ8,local:final_structures/A0A4R6QSJ8.pdb,hard_negative,4,,true,false
A0A4R8MI43,local:final_structures/A0A4R8MI43.pdb,hard_negative,4,,true,false
A0A4R8MS49,local:final_structures/A0A4R8MS49.pdb,hard_negative,4,,true,false
A0A4U5UTM1,local:final_structures/A0A4U5UTM1.pdb,hard_negative,4,,true,false
A0A517NH52,local:final_structures/A0A517NH52.pdb,hard_negative,4,,true,false
A0A518HTI5,local:final_structures/A0A518HTI5.pdb,hard_negative,4,,true,false
A0A557QX23,local:final_structures/A0A557QX23.pdb,hard_negative,4,,true,false
A0A562JFU5,local:final_structures/A0A562JFU5.pdb,hard_negative,4,,true,false
A0A5C5CIR5,local:final_structures/A0A5C5CIR5.pdb,hard_negative,4,,true,false
A0A5C5X4V6,local:final_structures/A0A5C5X4V6.pdb,hard_negative,4,,true,false
A0A5C5YPS2,local:final_structures/A0A5C5YPS2.pdb,hard_negative,4,,true,false
A0A5C6D8X4,local:final_structures/A0A5C6D8X4.pdb,hard_negative,4,,true,false
A0A5Q0UHR5,local:final_structures/A0A5Q0UHR5.pdb,hard_negative,4,,true,false
A0A656QB56,local:final_structures/A0A656QB56.pdb,hard_negative,4,,true,false
A0A657LY74,local:final_structures/A0A657LY74.pdb,hard_negative,4,,true,false
A0A6S6XWU9,local:final_structures/A0A6S6XWU9.pdb,hard_negative,4,,true,false
A0A7M1AZ87,local:final_structures/A0A7M1AZ87.pdb,hard_negative,4,,true,false
A0A7R5L465,local:final_structures/A0A7R5L465.pdb,hard_negative,4,,true,false
A0A7W6GJP6,local:final_structures/A0A7W6GJP6.pdb,hard_negative,4,,true,false
A0A7W6MX61,local:final_structures/A0A7W6MX61.pdb,hard_negative,4,,true,false
A0A7W7N3W9,local:final_structures/A0A7W7N3W9.pdb,hard_negative,4,,true,false
A0A7W9SXC1,local:final_structures/A0A7W9SXC1.pdb,hard_negative,4,,true,false
A0A7W9W6C5,local:final_structures/A0A7W9W6C5.pdb,hard_negative,4,,true,false
A0A7Y9JAM2,local:final_structures/A0A7Y9JAM2.pdb,hard_negative,4,,true,false
